an_id,platforms,logsource,channel,dc_id,dc_name 
AN0519,ESXi,esxi:vmkernel,Upload of file to datastore,DC0059,File Metadata
AN0520,Windows,WinEventLog:Security,EventCode=1102,DC0038,Application Log Content
AN0520,Windows,WinEventLog:Sysmon,EventCode=23,DC0040,File Deletion
AN0520,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN0521,Linux,auditd:SYSCALL,"unlink, rename, open",DC0040,File Deletion
AN0521,Linux,linux:cli,cleared or truncated .bash_history,DC0038,Application Log Content
AN0522,macOS,fs:fsusage,"unlink, fs_delete",DC0040,File Deletion
AN0522,macOS,macos:osquery,File modifications in ~/Library/Preferences/,DC0061,File Modification
AN0522,macOS,macos:unifiedlog,log stream cleared or truncated,DC0038,Application Log Content
AN0523,Containers,docker:daemon,container file operations,DC0040,File Deletion
AN0523,Containers,ebpf:syscalls,Unexpected container volume unmount + file deletion,DC0059,File Metadata
AN0524,ESXi,esxi:hostd,"rm, clearlogs, logrotate",DC0040,File Deletion
AN0525,Office Suite,m365:exchange,"Remove-InboxRule, Clear-Mailbox",DC0012,Scheduled Job Modification
AN0525,Office Suite,m365:unified,"PurgeAuditLogs, Remove-MailboxAuditLog",DC0038,Application Log Content
AN0526,IaaS,AWS:CloudTrail,"AssumeRole, GetFederationToken, GetSessionToken",DC0007,Web Credential Usage
AN0526,IaaS,AWS:CloudTrail,sts:GetFederationToken,DC0002,User Account Authentication
AN0527,Identity Provider,azure:signinlogs,"TokenIssued, RefreshTokenUsed",DC0007,Web Credential Usage
AN0527,Identity Provider,m365:unified,Delegated permission grants without user login event,DC0002,User Account Authentication
AN0528,SaaS,saas:googleworkspace,"OAuthTokenGranted, APIRequest",DC0007,Web Credential Usage
AN0528,SaaS,saas:salesforce,API login using access_token without login history,DC0002,User Account Authentication
AN0529,Office Suite,m365:unified,"OAuthTokenIssued, FileAccessed, MailItemsAccessed",DC0007,Web Credential Usage
AN0530,Containers,AWS:CloudTrail,AssumeRoleWithWebIdentity,DC0002,User Account Authentication
AN0530,Containers,kubernetes:apiserver,serviceAccount token used in API requests not tied to workload identity,DC0007,Web Credential Usage
AN0531,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0531,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0532,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0532,Linux,auditd:SYSCALL,open,DC0055,File Access
AN0533,macOS,macos:unifiedlog,logMessage contains pbpaste or osascript,DC0032,Process Creation
AN0533,macOS,macos:unifiedlog,subsystem=launchservices,DC0029,Script Execution
AN0534,SaaS,azure:signinlogs,Operation=UserLogin,DC0002,User Account Authentication
AN0535,Windows,WinEventLog:Security,EventCode=1102,DC0038,Application Log Content
AN0535,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN0535,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0535,Windows,WinEventLog:System,EventCode=7035,DC0041,Service Metadata
AN0536,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0537,Linux,auditd:EXECVE,"command line arguments containing lsblk, fdisk, parted",DC0064,Command Execution
AN0537,Linux,auditd:SYSCALL,"execve call with argv matching known disk enumeration commands (lsblk, parted, fdisk)",DC0032,Process Creation
AN0538,macOS,macos:unifiedlog,process launch of diskutil or system_profiler with SPStorageDataType,DC0032,Process Creation
AN0538,macOS,macos:unifiedlog,log messages related to disk enumeration context or Terminal session,DC0064,Command Execution
AN0539,ESXi,esxi:auth,interactive shell or SSH access preceding storage enumeration,DC0002,User Account Authentication
AN0539,ESXi,esxi:hostd,"execution of esxcli with args matching 'storage', 'filesystem', 'core device list'",DC0032,Process Creation
AN0540,Windows,WinEventLog:Application,EventCode=1000,DC0038,Application Log Content
AN0540,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0540,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0541,Linux,EDR:detection,"ThreatDetected, QuarantineLog",DC0038,Application Log Content
AN0541,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0541,Linux,auditd:SYSCALL,"open, rename",DC0020,Process Modification
AN0541,Linux,linux:osquery,file_events,DC0059,File Metadata
AN0542,macOS,macos:osquery,file_events,DC0059,File Metadata
AN0542,macOS,macos:unifiedlog,quarantine or AV-related subsystem,DC0038,Application Log Content
AN0543,Windows,WinEventLog:PowerShell,Set-ADUser or Set-ADAuthenticationPolicy with MFA attributes disabled,DC0029,Script Execution
AN0543,Windows,WinEventLog:Security,EventCode=4739,DC0066,Active Directory Object Modification
AN0544,Identity Provider,azure:signinlogs,Modify Conditional Access Policy,DC0038,Application Log Content
AN0544,Identity Provider,m365:unified,User excluded from MFA or MFA method registered,DC0010,User Account Modification
AN0545,IaaS,AWS:CloudTrail,UpdateIdentityPolicy or DisableMFA,DC0069,Cloud Service Modification
AN0546,Linux,NSM:Connections,Successful login without expected MFA challenge,DC0002,User Account Authentication
AN0546,Linux,auditd:SYSCALL,open/write to /etc/pam.d/*,DC0061,File Modification
AN0547,macOS,macos:unifiedlog,Modification of /Library/Security/SecurityAgentPlugins,DC0061,File Modification
AN0547,macOS,macos:unifiedlog,Login success without MFA step,DC0002,User Account Authentication
AN0548,SaaS,saas:zoom,DisableMFA or RegisterNewFactor,DC0010,User Account Modification
AN0549,Office Suite,m365:unified,Set-CsOnlineUser or UpdateAuthPolicy,DC0038,Application Log Content
AN0550,Windows,WinEventLog:Microsoft-Windows-Security-Mitigations/KernelMode,ETW telemetry indicating ClickOnce deployment (dfsvc.exe) launching payloads,DC0034,Process Metadata
AN0550,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0550,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0551,Windows,WinEventLog:Security,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0551,Windows,m365:unified,New-InboxRule or Set-InboxRule events recorded in Exchange Online,DC0038,Application Log Content
AN0552,macOS,macos:unifiedlog,Modifications to Mail.app plist files controlling message rules,DC0061,File Modification
AN0552,macOS,macos:unifiedlog,Mail.app executing with parameters updating rules state,DC0032,Process Creation
AN0553,Linux,ApplicationLog:MailServer,Unexpected additions of sieve rules or filtering directives,DC0038,Application Log Content
AN0553,Linux,auditd:SYSCALL,execve calls modifying local mail filter configuration files,DC0064,Command Execution
AN0554,Office Suite,m365:unified,Transport rule or inbox rule creation events,DC0038,Application Log Content
AN0555,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0061,File Modification
AN0555,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0555,Windows,WinEventLog:Sysmon,EventCode=23,DC0040,File Deletion
AN0555,Windows,WinEventLog:Sysmon,EventCode=15,DC0059,File Metadata
AN0556,Linux,auditd:SYSCALL,"open, unlink, rename: File creation or deletion involving critical stored data",DC0039,File Creation
AN0556,Linux,auditd:SYSCALL,write: Modification of structured stored data by suspicious processes,DC0061,File Modification
AN0557,macOS,macos:osquery,"CREATE, DELETE, WRITE: Stored data manipulation attempts by unauthorized processes",DC0040,File Deletion
AN0557,macOS,macos:unifiedlog,Unexpected creation or modification of stored data files in protected directories,DC0061,File Modification
AN0558,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0558,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0558,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0558,Windows,WinEventLog:Sysmon,EventCode=12,DC0056,Windows Registry Key Creation
AN0559,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0559,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0560,Linux,auditd:EXECVE,execve,DC0032,Process Creation
AN0561,macOS,macos:unifiedlog,process,DC0032,Process Creation
AN0562,ESXi,esxi:hostd,None,DC0064,Command Execution
AN0563,Network Devices,networkdevice:cli,None,DC0064,Command Execution
AN0564,Windows,NSM:Connections,TLS handshake + HTTP headers,DC0085,Network Traffic Content
AN0564,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0565,Linux,NSM:Flow,ssl.log + http.log,DC0085,Network Traffic Content
AN0565,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0566,macOS,macos:osquery,process_events,DC0032,Process Creation
AN0566,macOS,macos:unifiedlog,"network, socket, and http logs",DC0085,Network Traffic Content
AN0567,ESXi,NSM:Firewall,TLS/HTTP inspection,DC0085,Network Traffic Content
AN0567,ESXi,esxi:shell,"/var/log/vmkernel.log, /var/log/vmkwarning.log",DC0032,Process Creation
AN0568,Windows,WinEventLog:Microsoft-Windows-Windows Camera Frame Server/Operational,Process session start/stop events for camera pipeline by unexpected executables,DC0034,Process Metadata
AN0568,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0021,OS API Execution
AN0568,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0568,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0568,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0568,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0569,Linux,NSM:Flow,http/file-xfer: Outbound transfer of large video-like MIME types soon after capture,DC0085,Network Traffic Content
AN0569,Linux,auditd:SYSCALL,openat/read/ioctl: openat/read/ioctl on /dev/video* by uncommon user/process,DC0021,OS API Execution
AN0569,Linux,auditd:SYSCALL,PATH records referencing /dev/video*,DC0055,File Access
AN0569,Linux,linux:osquery,select: path LIKE '/dev/video%',DC0034,Process Metadata
AN0569,Linux,linux:syslog,sudo execution of ffmpeg/gst-launch/v4l2-ctl by non-standard user,DC0064,Command Execution
AN0570,macOS,macos:endpointsecurity,open: Process opens AppleCamera/IOUSB device nodes or AVFoundation frameworks,DC0055,File Access
AN0570,macOS,macos:endpointsecurity,"exec: Exec of ffmpeg, avfoundation-based binaries, or custom signed apps accessing camera",DC0032,Process Creation
AN0570,macOS,macos:unifiedlog,Access decisions to kTCCServiceCamera for unexpected binaries,DC0021,OS API Execution
AN0570,macOS,macos:unifiedlog,Process wrote large .mov/.mp4 in user temp/hidden dirs,DC0039,File Creation
AN0571,Containers,docker:api,docker logs access or container inspect commands from non-administrative users,DC0064,Command Execution
AN0571,Containers,kubernetes:apiserver,get/list requests to /api/v1/secrets or /api/v1/namespaces/*/serviceaccounts,DC0002,User Account Authentication
AN0571,Containers,kubernetes:apiserver,exec into pod followed by secret retrieval via API,DC0032,Process Creation
AN0571,Containers,kubernetes:orchestrator,Access to orchestrator logs containing credentials (Docker/Kubernetes logs),DC0038,Application Log Content
AN0572,ESXi,esxi:shell,"command IN (""esxcli vm process list"", ""vim-cmd vmsvc/getallvms"")",DC0064,Command Execution
AN0573,Linux,auditd:SYSCALL,"execve: process_name IN (""virsh"", ""VBoxManage"", ""qemu-img"") AND command IN (""list"", ""info"")",DC0064,Command Execution
AN0574,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0575,macOS,macos:unifiedlog,"process_name IN (""VBoxManage"", ""prlctl"") AND command CONTAINS (""list"", ""show"")",DC0032,Process Creation
AN0576,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0576,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0576,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0577,Windows,WinEventLog:Security,EventCode=4657,DC0063,Windows Registry Key Modification
AN0577,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0577,Windows,WinEventLog:Sysmon,EventCode=15,DC0059,File Metadata
AN0577,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0577,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0578,Windows,EDR:scriptblock,Process Tree + Script Block Logging,DC0029,Script Execution
AN0578,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0578,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0579,Linux,auditd:SYSCALL,"mmap, ptrace, process_vm_writev or direct memory ops",DC0021,OS API Execution
AN0579,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0579,Linux,linux:osquery,state=attached/debugged,DC0034,Process Metadata
AN0580,Windows,WinEventLog:Application,API call to AddMonitor invoked by non-installer process,DC0021,OS API Execution
AN0580,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0580,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0580,Windows,WinEventLog:Sysmon,EventCode=13,DC0063,Windows Registry Key Modification
AN0580,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0581,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0581,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0582,Containers,container:proxy,outbound/inbound network activity from spawned pods,DC0085,Network Traffic Content
AN0582,Containers,kubernetes:apiserver,"verb=create, resource=cronjobs, group=batch",DC0001,Scheduled Job Creation
AN0582,Containers,kubernetes:events,"container start/stop activity via Docker, containerd, or CRI-O",DC0072,Container Creation
AN0583,Windows,WinEventLog:Security,EventCode=4657,DC0063,Windows Registry Key Modification
AN0583,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0584,Windows,WinEventLog:Application,"Service crash, unhandled exception, or application hang warnings for critical services (e.g., IIS, DNS, SQL Server)",DC0038,Application Log Content
AN0584,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0584,Windows,WinEventLog:System,System shutdowns due to bugcheck (Event ID 1001) or watchdog timer expirations,DC0018,Host Status
AN0585,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0585,Linux,journald:systemd,Repeated service restart attempts or unit failures,DC0038,Application Log Content
AN0585,Linux,linux:syslog,Out of memory killer invoked or kernel panic entries,DC0018,Host Status
AN0586,macOS,macos:unifiedlog,Repeated process crashes logged by CrashReporter or system instability logs in com.apple.console,DC0038,Application Log Content
AN0586,macOS,macos:unifiedlog,Spike in CPU or memory use from non-user-initiated processes,DC0018,Host Status
AN0587,IaaS,AWS:CloudTrail,StartInstances,DC0080,Instance Start
AN0587,IaaS,AWS:CloudWatch,StatusCheckFailed or StatusCheckFailed_System for burstable instances (t2/t3),DC0018,Host Status
AN0587,IaaS,VPCFlowLogs:All,High volume internal traffic with low entropy indicating looped or malicious DoS script,DC0078,Network Traffic Flow
AN0588,Containers,docker:events,Container exited with non-zero code repeatedly in short period,DC0038,Application Log Content
AN0588,Containers,kubernetes:events,"CrashLoopBackOff, OOMKilled, container restart count exceeds threshold",DC0018,Host Status
